Date,GLD,GSG,HYG,IWD,IWM,QQQ,SPY,TLT,VNQ,Mkt-RF,SMB,HML,RMW,CMA
2021-01-06,-0.01624105266038789,0.0015784928152269284,-0.001835659792272959,0.02506453835344913,0.040917827090335646,-0.01385230407204563,0.005978448005286685,-0.020528513478954902,0.0017014616808324057,0.0079,0.0316,0.0394,0.0005,0.0052
2021-01-07,-0.00233462025122122,0.0015760802541389118,0.0028741670203127345,0.008747626350768867,0.01779705194974479,0.02419192137646009,0.014857602752410104,-0.008814141306577983,-0.0019410655154744605,0.0176,0.0002,-0.008100000000000001,-0.0148,-0.0023
2021-01-08,-0.03420993723985433,0.0141621010728199,0.001489862655180696,0.0006400517395073191,-0.002161607521383946,0.012857767141068788,0.005697669104007597,-0.0032279806278846523,0.009724091235332244,0.0051,-0.0101,-0.0138,-0.0042,-0.0036
2021-01-11,-0.0019614419353504164,-0.00853379421425271,-0.005379142530147485,0.0007815793994563336,-0.0008666098144382017,-0.01444982178608989,-0.0067408446549660495,-0.0016515283447311457,-0.013242040085178819,-0.0052,0.0054,0.0126,-0.0016,0.0040999999999999995
2021-01-12,0.006473960214956609,0.019561815745193112,0.001265488223335831,0.004826745285844591,0.01792429780974425,-0.0015904799244667034,0.0002110774116264036,-0.0007947064612068289,0.002318189234887802,0.0037,0.0148,0.0124,-0.0044,0.004
2021-01-13,-0.004307374345463466,-0.0053721946476400495,0.0029885201928652183,-0.0009184812827670585,-0.0071475884070509865,0.006753127373567258,0.0026930210610802696,0.011261936727321453,0.012171358995888948,0.0006,-0.0104,-0.0045000000000000005,-0.0019,-0.0005
2021-01-14,-0.0005190998467168306,0.011574044605614064,-0.00022945623559611494,0.0037476725631568897,0.019976071262028272,-0.00534699868155919,-0.003501914509626114,-0.009367636601723128,0.005892150916209982,-0.0012,0.0236,0.0113,-0.009899999999999999,0.0043
2021-01-15,-0.012407628760563338,-0.014492721995345681,-0.0016040464923047226,-0.009509704630956906,-0.014910495238469434,-0.00792115737332899,-0.00729260031968515,0.003967349753487559,0.011476206624210672,-0.0086,-0.0075,-0.0074,0.0029,-0.0045000000000000005
2021-01-19,0.00847307255811236,0.003095972261363933,0.0028694043065347064,0.004409657966353953,0.012811253040898807,0.014589535329521564,0.007851830452046071,0.0032277689208002336,-0.002836363691635091,0.0092,0.0075,-0.0079,-0.0069,0.0009
2021-01-20,0.016282289539807593,0.0023147942039265512,0.0018314750569452531,0.004672652448648895,0.00440358246424255,0.0232611069743367,0.013838731716237396,0.000985296009398784,0.019082243212886985,0.0127,-0.0074,-0.011000000000000001,0.0064,-0.0040999999999999995
2021-01-21,-0.0006271772092728556,-0.0023094483063728077,-0.0005712611521896394,-0.006060864568337876,-0.008675686492482404,0.007999469285686178,0.0009115616573867058,-0.0070187955967732085,-0.004768332910428774,-0.0004,-0.0076,-0.0096,0.0083,0.0036
2021-01-22,-0.007873145210082533,-0.014660461406176606,-0.0019433524786498513,-0.005388909339202663,0.011622041552314277,-0.002880250439466825,-0.0035393795216447366,0.003236700649273283,0.0023373515497822073,-0.0007000000000000001,0.016399999999999998,-0.0011,-0.0068000000000000005,0.0060999999999999995
2021-01-25,0.0008626173693986328,0.013312381873586743,0.00022892025072196454,-0.0009981795821968342,-0.0009768103575859,0.008266117615089108,0.003943956034666796,0.011785829089617117,0.007578330423945845,0.0029,-0.0027,-0.0043,0.0021,0.0095
2021-01-26,-0.0024705999829396363,0.0038640025004841316,-0.0014890693602155336,-0.0045669890342475705,-0.00693705057955063,0.0014631625396652748,-0.0015610938832760768,-0.0018873112717758822,0.007058522651899768,-0.0033,-0.0003,0.0004,0.0104,0.0113
2021-01-27,-0.006335623059913753,-0.0030792888805096785,-0.002867117158611987,-0.02602354767994819,-0.018330990579436435,-0.02787690105016538,-0.0244405476042866,0.0025426186750252544,-0.01769472210843348,-0.0253,0.012,0.0155,0.005600000000000001,0.024700000000000003
