Date,Orthogonality
2024-04-10,0.22300262923429537
2024-04-11,0.2530249132503975
2024-04-12,0.25581053197249737
2024-04-15,0.26346674516646496
2024-04-16,0.2747682647832308
2024-04-17,0.2721333120165118
2024-04-18,0.2750962606962112
2024-04-19,0.2677591623246397
2024-04-22,0.2701120555826898
2024-04-23,0.26740355327122495
2024-04-24,0.2844590826864191
2024-04-25,0.2738467511463434
2024-04-26,0.27865544537737086
2024-04-29,0.26479492524455356
2024-04-30,0.26481974254375534
2024-05-01,0.21337602276326414
2024-05-02,0.17168050896179674
2024-05-03,0.17757379020029523
2024-05-06,0.1880538237299298
2024-05-07,0.0482753226166794
2024-05-08,0.05515023166061556
2024-05-09,0.06483957876634956
2024-05-10,0.06426085667679152
2024-05-13,0.07108950931525634
2024-05-14,0.04738055417450031
2024-05-15,0.06724350102145123
2024-05-16,0.06785915923133744
2024-05-17,0.008753484226749588
2024-05-20,0.022856706337769903
2024-05-21,0.0090859746312376
2024-05-22,0.012047522286203904
2024-05-23,0.010528237653803155
2024-05-24,0.028051950344956358
2024-05-28,0.01322066103544643
2024-05-29,0.013062251387465376
2024-05-30,0.02535357129096669
2024-05-31,0.0
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-17,0.0
2024-06-18,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-05,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-05,0.0
2024-08-06,0.05195834142905489
2024-08-07,0.06907513872119464
2024-08-08,0.06825363360386286
2024-08-09,0.09611132879748638
2024-08-12,0.0
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,0.0
2024-08-16,0.0
2024-08-19,0.0
2024-08-20,0.0
2024-08-21,0.0
2024-08-22,0.0
2024-08-23,0.0
2024-08-26,0.0
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,0.0
2024-08-30,0.0
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,0.0
2024-09-09,0.0
2024-09-10,0.000237907620437681
2024-09-11,0.0
2024-09-12,0.007755106483444428
2024-09-13,0.0
2024-09-16,0.0036424715458281925
2024-09-17,0.0
2024-09-18,0.00763955886910615
2024-09-19,0.008412529843887186
2024-09-20,0.03268404476745337
2024-09-23,0.03450352447526903
2024-09-24,0.040884120779829856
2024-09-25,0.04339684945675943
2024-09-26,0.047657902613097256
2024-09-27,0.01460469101399125
2024-09-30,0.005234491056952338
2024-10-01,0.0034798190858157615
2024-10-02,0.008020861440097046
2024-10-03,0.013472783009973515
2024-10-04,0.013849115201365376
2024-10-07,0.009480838334906386
2024-10-08,0.005356820338005746
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.027093163959016297
2024-11-04,0.012295086807639244
2024-11-05,0.02939995515832401
2024-11-06,0.041560211138361364
2024-11-07,0.11574407402028877
2024-11-08,0.1189567663751469
2024-11-11,0.10852887897064677
2024-11-12,0.10236503323540154
2024-11-13,0.10666338248905974
2024-11-14,0.09915651355257894
2024-11-15,0.0865704058340055
2024-11-18,0.10438953131286142
2024-11-19,0.13062899454925314
2024-11-20,0.09712107220176339
2024-11-21,0.0923884228120322
2024-11-22,0.07151579380211202
2024-11-25,0.07360971231584683
2024-11-26,0.07430456885217084
2024-11-27,0.06841780546874053
2024-11-29,0.1239714558535573
2024-12-02,0.1316907655312541
2024-12-03,0.13414775535610357
2024-12-04,0.1458469529574571
2024-12-05,0.14674351970490473
2024-12-06,0.15671471943307305
2024-12-09,0.1485313489457739
2024-12-10,0.17291844650697646
2024-12-11,0.1726578420412461
2024-12-12,0.17328046407987377
2024-12-13,0.17255224446709547
2024-12-16,0.17666512840291904
2024-12-17,0.1762062612546256
2024-12-18,0.17897908777086288
2024-12-19,0.2211387334495754
2024-12-20,0.20221479999429925
2024-12-23,0.20388321159888848
2024-12-24,0.2187213853545912
2024-12-26,0.22469447571694376
2024-12-27,0.21674248523792472
2024-12-30,0.22673589037098033
2024-12-31,0.2310691381765814
2025-01-02,0.21866261729604092
2025-01-03,0.21481806583127488
2025-01-06,0.22499779317052207
2025-01-07,0.2529436756090892
2025-01-08,0.27415361610866407
2025-01-10,0.25063901467656247
2025-01-13,0.29334063134648813
2025-01-14,0.27925464345315265
2025-01-15,0.2970269158302754
2025-01-16,0.30900460873741514
2025-01-17,0.30518844456802374
2025-01-21,0.3001357478960499
2025-01-22,0.2919225938954802
2025-01-23,0.29738130583407296
2025-01-24,0.3042912566823518
2025-01-27,0.2841381662601307
2025-01-28,0.21656524835277405
2025-01-29,0.2406752663787184
2025-01-30,0.2403734236226312
2025-01-31,0.2420668543530714
2025-02-03,0.23605689319231773
2025-02-04,0.20770677317408284
2025-02-05,0.22960704158836426
2025-02-06,0.1660763984687113
2025-02-07,0.15747643907497721
2025-02-10,0.16060125807937642
2025-02-11,0.1657243779756225
2025-02-12,0.20537927186058072
2025-02-13,0.23189296855101307
2025-02-14,0.2722750673467377
2025-02-18,0.2643811098534665
2025-02-19,0.2569963428580837
2025-02-20,0.27919872899414433
2025-02-21,0.26979167739551535
2025-02-24,0.2798839202489206
2025-02-25,0.3105157383314346
2025-02-26,0.3185945927196463
2025-02-27,0.2829282628695059
2025-02-28,0.30527168377675246
2025-03-03,0.31917190658787553
2025-03-04,0.3325168735579958
2025-03-05,0.310361554380921
2025-03-06,0.28121780054878964
2025-03-07,0.2843993482543061
2025-03-10,0.29956628970681776
2025-03-11,0.3255626274521567
2025-03-12,0.308536520919565
2025-03-13,0.3189747948042363
2025-03-14,0.31218853941014674
2025-03-17,0.33285176660872373
2025-03-18,0.3364698295648411
2025-03-19,0.33129073015121924
2025-03-20,0.34128182900449583
2025-03-21,0.34054940832362013
2025-03-24,0.3409871000994676
2025-03-25,0.3369630649559724
2025-03-26,0.33847235556191985
2025-03-27,0.34111779354678357
2025-03-28,0.3418242235385754
2025-03-31,0.3472803977197879
2025-04-01,0.34851896339279426
2025-04-02,0.3466086706460719
2025-04-03,0.3515102467509631
2025-04-04,0.36279138845491904
2025-04-07,0.4595656064037468
2025-04-08,0.4545296261138223
2025-04-09,0.4611882848600813
2025-04-10,0.604149943166149
2025-04-11,0.6190313586863466
2025-04-14,0.6251215577064997
2025-04-15,0.6254795771783498
2025-04-16,0.6229824860325149
2025-04-17,0.6272745914967031
2025-04-21,0.627141502917049
2025-04-22,0.6301063429343606
2025-04-23,0.6332209221768553
2025-04-24,0.6367293078115578
2025-04-25,0.6458733119246508
2025-04-28,0.6459124195511776
2025-04-29,0.6448068572799488
2025-04-30,0.6447345596348086
2025-05-01,0.6467554906018361
2025-05-02,0.6507760128518997
2025-05-05,0.6537924390813675
2025-05-06,0.6544490464146615
2025-05-07,0.6515919587509431
2025-05-08,0.6520483130045572
2025-05-09,0.6536752174314487
2025-05-12,0.6520980479446575
2025-05-13,0.6588829709376217
2025-05-14,0.6563631728814183
2025-05-15,0.6547056305112506
2025-05-16,0.6555281844826059
2025-05-19,0.6558952261185852
2025-05-20,0.6558658533414116
2025-05-21,0.6543541291252434
2025-05-22,0.6585454657265666
2025-05-23,0.6562014215962733
2025-05-27,0.659915426447904
2025-05-28,0.6628877123322151
2025-05-29,0.65480732538063
2025-05-30,0.6544233456735716
2025-06-02,0.6526158766203346
2025-06-03,0.6528129429527322
2025-06-04,0.6533032045623965
2025-06-05,0.6526123136327702
2025-06-06,0.6528987624046679
2025-06-09,0.6527311139600468
2025-06-10,0.6517682853971478
2025-06-11,0.6535119404014101
2025-06-12,0.6498054393779485
2025-06-13,0.649178470402962
2025-06-16,0.6493434435073331
2025-06-17,0.6501909928222027
2025-06-18,0.6497850928987343
2025-06-20,0.6500580822898275
2025-06-23,0.6391128315104487
2025-06-24,0.6396457983525903
2025-06-25,0.6233292089523598
2025-06-26,0.6214554685136966
2025-06-27,0.6171956985311684
2025-06-30,0.6176130248105722
