Mkt-RF,SMB,HML,RMW,CMA,Mom,Idio
0.00010309354258548515,6.818334314471632e-07,2.1910930182179123e-06,1.0955348539215843e-05,2.8148876618956e-06,1.300023013731619e-06,7.777031451517613e-05
