,0
CFLT,0.23674514702212998
CPER,0.048359004851177056
CRM,0.09857727040543218
DE,0.06283092184334271
DECK,0.11845129969963389
MOH,0.052173666270264756
PLTR,0.2211892474610685
SBUX,0.08079147609033592
XBI,0.08088196635661488
