Date,Vol
2023-07-07,0.21101859172440082
2023-07-10,0.21091994713637083
2023-07-11,0.20996744299394354
2023-07-12,0.20931602606195182
2023-07-13,0.2087959701699495
2023-07-14,0.20776897466608263
2023-07-17,0.20721579433929418
2023-07-18,0.20750860347230748
2023-07-19,0.20765557096046794
2023-07-20,0.20813943630681964
2023-07-21,0.20843796339152235
2023-07-24,0.20746167402821208
2023-07-25,0.20605453245605215
2023-07-26,0.20460464704231762
2023-07-27,0.20567607728989495
2023-07-28,0.20715777280177297
2023-07-31,0.20791435921007462
2023-08-01,0.2089633146672041
2023-08-02,0.20886897957221068
2023-08-03,0.20929311187511834
2023-08-04,0.20880022252111233
2023-08-07,0.20885930920097448
2023-08-08,0.20472940476375007
2023-08-09,0.2052393185284755
2023-08-10,0.2064280613927904
2023-08-11,0.20628111598540136
2023-08-14,0.20619282437970485
2023-08-15,0.20556604224898128
2023-08-16,0.20576197314208883
2023-08-17,0.20264403102099288
2023-08-18,0.2046873762237386
2023-08-21,0.20224108951829833
2023-08-22,0.20231328666379222
2023-08-23,0.19894657909666683
2023-08-24,0.19972566690502708
2023-08-25,0.20334455707386104
2023-08-28,0.201876698388171
2023-08-29,0.20184357867280148
2023-08-30,0.2031919982467336
2023-08-31,0.2034702327156629
2023-09-01,0.2024951564638665
2023-09-05,0.20051280264670596
2023-09-06,0.2006301741751509
2023-09-07,0.19988249774629827
2023-09-08,0.1998324406506711
2023-09-11,0.19558359866141908
2023-09-12,0.19131339443722592
2023-09-13,0.1903843085957245
2023-09-14,0.1899527902764164
2023-09-15,0.18863864492484628
2023-09-18,0.18956444985553886
2023-09-19,0.18818282118337512
2023-09-20,0.18853911649178554
2023-09-21,0.18615184549371644
2023-09-22,0.1872362383518627
2023-09-25,0.1871158658411689
2023-09-26,0.18684303073859723
2023-09-27,0.18805439288353568
2023-09-28,0.18852067654746832
2023-09-29,0.18760797065029552
2023-10-02,0.1875914095633072
2023-10-03,0.18576429353143062
2023-10-04,0.18867605105631333
2023-10-05,0.18880594271713855
2023-10-06,0.18785424958404728
2023-10-09,0.18935380855625206
2023-10-10,0.18969580900980232
2023-10-11,0.18989791173220233
2023-10-12,0.18993009227839505
2023-10-13,0.18892708948820938
